Gene name	Gene stable ID
ARHGEF18-AS1	ENSG00000267852
IFTAP	ENSG00000166352
WDR62	ENSG00000075702
LINC02139	ENSG00000278214
COX6CP16	ENSG00000270313
ENPEP	ENSG00000138792
LINC00311	ENSG00000179219
MIR5093	ENSG00000266307
KIAA0513	ENSG00000135709
LLGL2	ENSG00000073350
MROH2B	ENSG00000171495
CDR2	ENSG00000140743
POM121L2	ENSG00000158553
VN1R10P	ENSG00000220758
ZNF391	ENSG00000124613
MCFD2P1	ENSG00000237154
ZNF184	ENSG00000096654
SCARNA11	ENSG00000251898
HNRNPA1P1	ENSG00000218347
YAF2	ENSG00000015153
CD83P1	ENSG00000219738
RNU6-471P	ENSG00000206671
CDR2-DT	ENSG00000260790
MFSD13B	ENSG00000230872
TAF8	ENSG00000137413
CXXC1P1	ENSG00000290641
MIR627	ENSG00000207712
VPS39-DT	ENSG00000261002
LINC02890	ENSG00000260905
ERI2	ENSG00000196678
TMEM87A	ENSG00000103978
TAFAZZIN	ENSG00000102125
PIH1D2	ENSG00000150773
TP53AIP1	ENSG00000120471
BCL2L2-PABPN1	ENSG00000258643
PPHLN1	ENSG00000134283
NDUFA3	ENSG00000170906
GOLGA5P1	ENSG00000251215
CDC42BPB	ENSG00000198752
DAB2	ENSG00000153071
WDR74	ENSG00000133316
PANCR	ENSG00000250103
OR9A2	ENSG00000179468
TRIM75	ENSG00000250374
TNPO3	ENSG00000064419
GAK	ENSG00000178950
DCUN1D3	ENSG00000188215
LYRM1	ENSG00000102897
STON1	ENSG00000243244
RNASE2CP	ENSG00000136315
LMF1-AS1	ENSG00000260439
CEROX1	ENSG00000260807
PRPF31	ENSG00000105618
ERMN	ENSG00000136541
RNY3P15	ENSG00000252106
TAF11	ENSG00000064995
BNIP3P5	ENSG00000260571
CORO2B	ENSG00000103647
LINC02321	ENSG00000258884
SOX8	ENSG00000005513
DEUP1	ENSG00000165325
SMIM8	ENSG00000111850
LINC01220	ENSG00000259687
ZG16B	ENSG00000162078
CERS6	ENSG00000172292
CARS1P1	ENSG00000271232
C6orf163	ENSG00000203872
ANP32A	ENSG00000140350
LINC02298	ENSG00000257556
CFAP206	ENSG00000272514
RHOT1	ENSG00000126858
LINC01588	ENSG00000214900
PRMT7	ENSG00000132600
MRGPRX3	ENSG00000179826
OR5AN1	ENSG00000176495
OR51L1	ENSG00000176798
XRN1	ENSG00000114127
OR8J1	ENSG00000172487
OR8D4	ENSG00000181518
OR4S2	ENSG00000174982
LINC02104	ENSG00000271334
CFAP53P1	ENSG00000251515
OR4C6	ENSG00000181903
RPL7P20	ENSG00000254252
UBE2F	ENSG00000184182
ST13P16	ENSG00000218698
RPLP0P9	ENSG00000229119
SLC35A1	ENSG00000164414
LINC01947	ENSG00000254130
OR8H2	ENSG00000181767
GLCE	ENSG00000138604
OR4D9	ENSG00000172742
H2BK1	ENSG00000285480
LINC02301	ENSG00000258743
PSMC3	ENSG00000165916
NOX5	ENSG00000290203
TENM2-AS1	ENSG00000253978
TENM2	ENSG00000145934
TNRC18	ENSG00000182095
PRPF31-AS1	ENSG00000237017
NBEAP1	ENSG00000258590
LENG1	ENSG00000105617
MIDEAS-AS1	ENSG00000259065
TMEM175	ENSG00000127419
ELMO2P1	ENSG00000276172
RNU6-444P	ENSG00000206715
TCL6	ENSG00000187621
TMC4	ENSG00000167608
NF1P9	ENSG00000281347
RARS2	ENSG00000146282
GOLGA8DP	ENSG00000175676
GOLGA8DP	ENSG00000290359
MUC12	ENSG00000205277
HERC2P3	ENSG00000180229
LINC02325	ENSG00000246084
ABCC11	ENSG00000121270
C9	ENSG00000113600
HERC2P3	ENSG00000290376
ZCWPW1	ENSG00000078487
MBOAT7	ENSG00000125505
LINC00639	ENSG00000259070
ATP6AP1-DT	ENSG00000197180
ZCRB1	ENSG00000139168
LINC02328	ENSG00000258733
SHPRH	ENSG00000146414
MID1	ENSG00000101871
DICER1-AS1	ENSG00000235706
SORD2P	ENSG00000259479
F12	ENSG00000131187
SORD2P	ENSG00000290387
SNHG10	ENSG00000247092
RNU6-477P	ENSG00000206614
GOLGA6GP	ENSG00000261303
SPDL1	ENSG00000040275
DHRS4-AS1	ENSG00000215256
POPDC2	ENSG00000121577
CSPG4P13	ENSG00000260139
DGKQ	ENSG00000145214
TCAF2	ENSG00000170379
GOLGA6FP	ENSG00000260776
MIR7851	ENSG00000278520
SNORA74	ENSG00000252917
RNU6-249P	ENSG00000199886
TSEN34	ENSG00000170892
Y_RNA	ENSG00000207142
SRMP2	ENSG00000258485
COMMD4P1	ENSG00000214646
SMPD5	ENSG00000204791
IFFO1	ENSG00000010295
TRMT5	ENSG00000126814
ADAMTS7P3	ENSG00000261143
SMARCA2-AS1	ENSG00000236199
IRX5	ENSG00000176842
COX17	ENSG00000138495
MROH5	ENSG00000226807
UBE2Q2P16	ENSG00000259511
RNU6-398P	ENSG00000206870
OR52N5	ENSG00000181009
HNRNPK	ENSG00000165119
GOLGA2P7	ENSG00000225151
SLC38A6	ENSG00000139974
OR56A4	ENSG00000183389
MTSS2	ENSG00000132613
OR52A5	ENSG00000171944
OR8D1	ENSG00000196341
ZNF479	ENSG00000185177
OR5B3	ENSG00000172769
UMAD1	ENSG00000219545
MAP6	ENSG00000171533
C8orf90	ENSG00000226490
SLC13A4	ENSG00000164707
OR52A1	ENSG00000182070
OR5A2	ENSG00000172324
CACNA2D2	ENSG00000007402
LINC00964	ENSG00000249816
ZSCAN32	ENSG00000140987
OR10G7	ENSG00000182634
RPS9	ENSG00000170889
OR52N1	ENSG00000181001
DNM1P51	ENSG00000235370
OR5B2	ENSG00000172365
STRCP1	ENSG00000166763
OR5M3	ENSG00000174937
ULK4P2	ENSG00000260128
OR8B8	ENSG00000197125
ULK4P2	ENSG00000290723
INSYN2B	ENSG00000204767
CASP4	ENSG00000196954
SLC26A1	ENSG00000145217
UBE2Q2P13	ENSG00000259658
MIR378E	ENSG00000263831
UBE2Q2P13	ENSG00000290760
DOCK2	ENSG00000134516
DNM1P46	ENSG00000182397
OR4G2P	ENSG00000183909
WASH3P	ENSG00000185596
IDUA	ENSG00000127415
RAET1E	ENSG00000164520
SPAM1	ENSG00000106304
APOBR	ENSG00000184730
CAP2	ENSG00000112186
TBX6	ENSG00000149922
DDX11L9	ENSG00000248472
TMEM233	ENSG00000224982
DDX11L16	ENSG00000290824
CHEK2P2	ENSG00000259156
RN7SKP197	ENSG00000252886
ZNF572	ENSG00000180938
PRKAB1	ENSG00000111725
CASP5	ENSG00000137757
CHEK2P2	ENSG00000290857
HOXA3	ENSG00000105997
SQLE-DT	ENSG00000253513
WHAMMP4	ENSG00000215302
SQLE	ENSG00000104549
WHAMMP2	ENSG00000248334
SNX20	ENSG00000167208
HERC2P7	ENSG00000290912
LILRA6	ENSG00000244482
ADAMTS7P1	ENSG00000274376
AMZ1	ENSG00000174945
UBE2Q2P2	ENSG00000259429
FGFRL1	ENSG00000127418
UBE2Q2P2	ENSG00000290945
UBE2Q2P6	ENSG00000275695
CSPG4P10	ENSG00000276710
TMEM30B	ENSG00000182107
C1QTNF8	ENSG00000184471
GOLGA2P10	ENSG00000255769
SRP54-AS1	ENSG00000258704
CMIP	ENSG00000153815
MIR1178	ENSG00000283768
RPL35AP30	ENSG00000226729
Metazoa_SRP	ENSG00000278250
MLF2	ENSG00000089693
DYNC1I2	ENSG00000077380
FAM177A1	ENSG00000151327
GOLGA6L17P	ENSG00000277741
ZNF679	ENSG00000197123
WASHC5-AS1	ENSG00000253167
EXOSC4	ENSG00000178896
CTBP1-AS	ENSG00000280927
ULK4P3	ENSG00000178081
ZNF736	ENSG00000234444
CASP1P2	ENSG00000254750
STAT5A	ENSG00000126561
ULK4P3	ENSG00000290997
CASP1P1	ENSG00000255430
FAM193A	ENSG00000125386
OR2AL1P	ENSG00000254767
CHRNA6	ENSG00000147434
NGDN	ENSG00000129460
Metazoa_SRP	ENSG00000280502
Y_RNA	ENSG00000283691
CENATAC-DT	ENSG00000255121
GOLGA8EP	ENSG00000185182
TRIM60P18	ENSG00000227986
CENATAC	ENSG00000186166
YWHAEP1	ENSG00000232727
VN1R40P	ENSG00000223845
ZNF680P1	ENSG00000228014
HERC2P2	ENSG00000276550
HNRNPCP7	ENSG00000228653
LILRB5	ENSG00000105609
ZNF680	ENSG00000173041
THAP1	ENSG00000131931
TCEANC	ENSG00000176896
GOLGA8IP	ENSG00000277561
ATP6V0D1	ENSG00000159720
RNF170	ENSG00000120925
BNIP3P42	ENSG00000223974
GOLGA6EP	ENSG00000187812
ALG13	ENSG00000101901
BNIP3P44	ENSG00000276475
BNIP3P11	ENSG00000271550
MIR6839	ENSG00000275667
VN1R42P	ENSG00000223476
RNU6-835P	ENSG00000252783
GPR65	ENSG00000140030
REPIN1	ENSG00000214022
LINC01147	ENSG00000258826
HISLA	ENSG00000258867
RPL7P26	ENSG00000184612
SUMO2P13	ENSG00000218359
FAM8A1	ENSG00000137414
RNU6-1307P	ENSG00000212314
ULK4P1	ENSG00000261279
RPL23AP64	ENSG00000240970
ULK4P1	ENSG00000291023
LILRB2	ENSG00000131042
RPS25	ENSG00000118181
RNU6-190P	ENSG00000206881
GOLGA6L5P	ENSG00000230373
PRKAA1	ENSG00000132356
PHACTR1	ENSG00000112137
RN7SL806P	ENSG00000242719
MIR4469	ENSG00000284062
Y_RNA	ENSG00000202514
HOOK3	ENSG00000168172
UBE2Q2P1	ENSG00000189136
ZNF775	ENSG00000196456
LINC00933	ENSG00000259728
CATSPER2P1	ENSG00000205771
PDCD6IPP2	ENSG00000261377
EFL1P1	ENSG00000259404
ZNF775-AS1	ENSG00000239377
GIMAP8	ENSG00000171115
PUF60	ENSG00000179950
TRAPPC4	ENSG00000196655
NEUROD6	ENSG00000164600
HERC2P9	ENSG00000206149
PPP1R17	ENSG00000106341
MDFI	ENSG00000112559
PHB2	ENSG00000215021
HPR	ENSG00000261701
MTDHP1	ENSG00000270948
ERV3-1	ENSG00000213462
RPL37	ENSG00000145592
SCAND2P	ENSG00000176700
RNU6-1229P	ENSG00000201165
SNORA22C	ENSG00000207344
SNORA15B-1	ENSG00000207062
OR4F13P	ENSG00000214344
GTF2IP14	ENSG00000226002
OR4F13P	ENSG00000291191
RNU6-1085P	ENSG00000200446
SEPTIN7P3	ENSG00000226102
CCDC113	ENSG00000103021
PPP1R14BP4	ENSG00000270889
SNORD72	ENSG00000212296
COL11A2	ENSG00000204248
CARD6	ENSG00000132357
ZNF273	ENSG00000198039
CSPG4P12	ENSG00000259295
RNU7-161P	ENSG00000253098
RPL26P19	ENSG00000226221
C5orf67	ENSG00000225940
INPP5F	ENSG00000198825
ADAMTS7P4	ENSG00000218052
MAP3K1	ENSG00000095015
SMG1	ENSG00000157106
RNU7-143P	ENSG00000252590
DNM1P47	ENSG00000259660
RPS2P32	ENSG00000232818
Y_RNA	ENSG00000200847
GOLGA2P11	ENSG00000260062
TRA2A	ENSG00000164548
VPS11-DT	ENSG00000272186
DNM1P34	ENSG00000260357
C2CD2L	ENSG00000172375
COMMD4P2	ENSG00000214702
KCNK10	ENSG00000100433
ISLR2	ENSG00000167178
SETD9	ENSG00000155542
NFYB	ENSG00000120837
KCTD11	ENSG00000213859
SMG8	ENSG00000167447
RNA5SP370	ENSG00000199415
SMIM5	ENSG00000204323
LINC02385	ENSG00000257193
RPL18AP3	ENSG00000213442
EID3	ENSG00000255150
RNFT2	ENSG00000135119
NEK2P1	ENSG00000277367
RNF227	ENSG00000179859
NF1P7	ENSG00000278143
OR4D2	ENSG00000255713
Metazoa_SRP	ENSG00000278348
ISLR	ENSG00000129009
CLK2P1	ENSG00000232553
POTEM	ENSG00000222036
CCDC126	ENSG00000169193
KRT18P16	ENSG00000235275
MIR3661	ENSG00000266751
PPP2CA-DT	ENSG00000270177
CDKL3	ENSG00000006837
STRA6	ENSG00000137868
SEPTIN9	ENSG00000184640
FCF1P1	ENSG00000227436
RN7SL846P	ENSG00000242818
PHACTR2P1	ENSG00000270300
FAM221A	ENSG00000188732
SEC23IP	ENSG00000107651
HMGA2	ENSG00000149948
RNU6-1239P	ENSG00000212612
GRAMD4P4	ENSG00000274369
DUXAP9	ENSG00000225210
MIR4752	ENSG00000264703
ARHGEF18	ENSG00000104880
NBEAP5	ENSG00000277710
OR11H13P	ENSG00000196143
CDRT15P13	ENSG00000258781
NBEAP6	ENSG00000285990
TOMM40P1	ENSG00000277156
LINC01269	ENSG00000258689
CYP2A7	ENSG00000198077
HINFP	ENSG00000172273
MAP3K9-DT	ENSG00000259153
UBE2B	ENSG00000119048
MIR151B	ENSG00000265154
MIR342	ENSG00000199082
MIR6764	ENSG00000283840
HSD17B7P2	ENSG00000099251
SLC25A29	ENSG00000197119
RASA4	ENSG00000105808
MARCHF2	ENSG00000099785
HSD17B7P2	ENSG00000290439
ADGRF2	ENSG00000164393
BTNL2	ENSG00000204290
CDKN2AIPNL	ENSG00000237190
RIPPLY2	ENSG00000203877
TKTL1	ENSG00000007350
Y_RNA	ENSG00000206738
ABCG4	ENSG00000172350
TNIP2	ENSG00000168884
THEMIS	ENSG00000172673
LINC02999	ENSG00000250564
CCNYL2	ENSG00000182632
CNOT2	ENSG00000111596
LINC01932	ENSG00000253315
ARIH2	ENSG00000177479
UBLCP1	ENSG00000164332
MIR345	ENSG00000198984
RN7SL523P	ENSG00000243976
MCUR1	ENSG00000050393
SLC25A47	ENSG00000140107
CCNYL2	ENSG00000290445
ZNF573	ENSG00000189144
BMS1P2	ENSG00000251079
SH3BP2	ENSG00000087266
PHACTR2	ENSG00000112419
WARS1	ENSG00000140105
FAM21FP	ENSG00000237840
RNU4ATAC2P	ENSG00000221601
LSM14A	ENSG00000257103
LINC01845	ENSG00000253298
RSU1P2	ENSG00000232554
IL12B	ENSG00000113302
NHERF4	ENSG00000172367
FAM238C	ENSG00000283709
BMS1P4	ENSG00000242338
NHSL2	ENSG00000204131
FAM25EP	ENSG00000231122
FAM25EP	ENSG00000290779
VWA8P1	ENSG00000250289
FAM25BP	ENSG00000273225
U8	ENSG00000212249
RN7SKP251	ENSG00000276309
LINC02198	ENSG00000249352
CFL1P1	ENSG00000223820
LINC00993	ENSG00000235687
SUMO2P4	ENSG00000249183
SLC30A5	ENSG00000145740
ODAD2P1	ENSG00000238021
CYP51A1	ENSG00000001630
CTSLP3	ENSG00000280913
CTSLP2	ENSG00000290874
RNU2-68P	ENSG00000222810
MIR6134	ENSG00000277569
GLUD1P2	ENSG00000265366
IL1RAPL1	ENSG00000169306
GLUD1P2	ENSG00000290875
CCNYL4	ENSG00000224761
MKNK2	ENSG00000099875
H3P43	ENSG00000226436
RNA5SP500	ENSG00000201356
MIR4666B	ENSG00000264090
PIGFP3	ENSG00000227592
AGAP12P	ENSG00000265018
PCDH19	ENSG00000165194
ANKRD11	ENSG00000167522
LINC01607	ENSG00000272138
ARHGEF35	ENSG00000213214
RNU7-85P	ENSG00000238884
KHDRBS3	ENSG00000131773
AGAP12P	ENSG00000290898
PTPN20CP	ENSG00000278561
KRIT1	ENSG00000001631
SHLD2P1	ENSG00000165874
PARGP1	ENSG00000239883
SNORA50D	ENSG00000280894
SVIL2P	ENSG00000234814
RNU6-262P	ENSG00000222249
CCNB1	ENSG00000134057
FAM21EP	ENSG00000235618
MCAM	ENSG00000076706
TSPAN6	ENSG00000000003
GLUD1P3	ENSG00000250959
AKR1C7P	ENSG00000215267
CCHCR1	ENSG00000204536
SEPTIN7P9	ENSG00000120555
RTBDN	ENSG00000132026
SEPTIN7P9	ENSG00000291056
BMS1P1	ENSG00000204177
BMS1P1	ENSG00000291069
MTA3	ENSG00000057935
MAPRE1P1	ENSG00000253915
RNU1-35P	ENSG00000199652
SVIL-AS1	ENSG00000224597
U8	ENSG00000200191
RNU6-756P	ENSG00000206724
SVIL-AS1	ENSG00000291093
RNF139-DT	ENSG00000245149
TIMD4	ENSG00000145850
ADD1	ENSG00000087274
TMEM65	ENSG00000164983
NXF4	ENSG00000290811
LINC00630	ENSG00000223546
ANAPC13	ENSG00000129055
APOOP1	ENSG00000270560
MED7	ENSG00000155868
GARIN3	ENSG00000170613
GPAA1	ENSG00000197858
RAB40AL	ENSG00000102128
NUDT19P2	ENSG00000224632
CSNK1G3	ENSG00000151292
BEX1	ENSG00000133169
MIR6756	ENSG00000284148
HPN	ENSG00000105707
ANK3	ENSG00000151150
AMOTL2	ENSG00000114019
NXF3	ENSG00000147206
GRK2	ENSG00000173020
CCDC33	ENSG00000140481
CYP11A1	ENSG00000140459
SERPINA2	ENSG00000258597
YY1	ENSG00000100811
PRR19	ENSG00000188368
SMIM47	ENSG00000261341
ZNF559	ENSG00000188321
PPIAP46	ENSG00000260266
HOMEZ	ENSG00000290292
TCEAL7	ENSG00000182916
LINC02255	ENSG00000277718
SEMA7A	ENSG00000138623
TCEAL9	ENSG00000185222
PELI2	ENSG00000139946
BEX3	ENSG00000166681
VAMP1	ENSG00000139190
SLC10A1	ENSG00000100652
SLC41A3	ENSG00000114544
ANKRD13D	ENSG00000172932
RPL12P37	ENSG00000240270
RAB40A	ENSG00000172476
CHMP6	ENSG00000176108
IL1RAPL2	ENSG00000189108
SMOC1	ENSG00000198732
MIR6881	ENSG00000277391
HP	ENSG00000257017
PHB1P10	ENSG00000232665
ITK	ENSG00000113263
UBL7	ENSG00000138629
RPL18AP14	ENSG00000223733
TEX13A	ENSG00000268629
KCTD9P2	ENSG00000181819
RNU6-207P	ENSG00000206864
NRK	ENSG00000123572
SNRPD2	ENSG00000125743
BAIAP2-DT	ENSG00000226137
RPL7AP6	ENSG00000242071
HNRNPA1	ENSG00000135486
IDH1	ENSG00000138413
AATK	ENSG00000181409
ADAM21P1	ENSG00000235812
OR10H2	ENSG00000171942
TGFBR3L	ENSG00000260001
SLC8A3	ENSG00000100678
SERPINA7	ENSG00000123561
THOC3	ENSG00000051596
SSH3	ENSG00000172830
GFY	ENSG00000261949
ZNF692	ENSG00000171163
CD99P1	ENSG00000291040
DAND5	ENSG00000179284
OR10H5	ENSG00000172519
OR10H3	ENSG00000171936
OR7E24	ENSG00000237521
OR1I1	ENSG00000094661
ARHGAP45	ENSG00000180448
LINC00955	ENSG00000216560
LINC02171	ENSG00000250632
GYG2	ENSG00000056998
LINC02600	ENSG00000250986
ADRA2C	ENSG00000184160
STXBP1	ENSG00000136854
THOC3-AS1	ENSG00000250801
IPCEF1	ENSG00000074706
OR7E163P	ENSG00000251166
OR7E162P	ENSG00000234386
SMIM43	ENSG00000164112
MIR657	ENSG00000207736
MIR3065	ENSG00000211563
MIR338	ENSG00000283604
MIR1250	ENSG00000221025
PVALEF	ENSG00000225180
TEPSIN	ENSG00000167302
SIMC1	ENSG00000170085
NFKB1	ENSG00000109320
PCM1	ENSG00000078674
RAD9A	ENSG00000172613
GALK1	ENSG00000108479
TMEM108	ENSG00000144868
UBL7-DT	ENSG00000247240
NF1P10	ENSG00000277529
ZFAND2AP2	ENSG00000275002
H3P37	ENSG00000270433
SERPINA13P	ENSG00000187483
SERPINA13P	ENSG00000290676
OR4K16P	ENSG00000258822
OR11H5P	ENSG00000258625
DPPA3P2	ENSG00000188831
ADAM20P1	ENSG00000259158
FGGY	ENSG00000172456
EIPR1	ENSG00000032389
ADAM20P1	ENSG00000290783
ADAM6	ENSG00000271968
MEF2A	ENSG00000068305
BRCC3P1	ENSG00000251667
UBE2NL	ENSG00000276380
TIMM22	ENSG00000177370
DHRS4L1	ENSG00000225766
PIM2	ENSG00000102096
KIAA1191	ENSG00000122203
MED15P1	ENSG00000257853
MIR3183	ENSG00000264429
Metazoa_SRP	ENSG00000278794
ABR-AS1	ENSG00000235361
BHLHA9	ENSG00000205899
BMS1P17	ENSG00000228294
TRARG1	ENSG00000184811
NANOGNBP3	ENSG00000270813
RPL21P132	ENSG00000183911
SLC12A8	ENSG00000221955
PPIAP90	ENSG00000234557
ZFP36L1	ENSG00000185650
MIR6752	ENSG00000276769
YWHAE	ENSG00000108953
GLA	ENSG00000102393
PITPNM1	ENSG00000110697
OR10H1	ENSG00000186723
OR7A10	ENSG00000127515
NR2F6	ENSG00000160113
EVL	ENSG00000196405
TFPT	ENSG00000105619
SSTR5	ENSG00000162009
SOD1P2	ENSG00000261282
SALL1	ENSG00000103449
RNU4-64P	ENSG00000222727
SNAP91	ENSG00000065609
DCK	ENSG00000156136
ABR	ENSG00000159842
ASAH1-AS1	ENSG00000245281
ODF3L2	ENSG00000181781
SEPTIN1	ENSG00000180096
NKX6-3	ENSG00000165066
NECTIN2	ENSG00000130202
TCEAL6	ENSG00000204071
MIR486-1	ENSG00000274705
MIR486-2	ENSG00000283450
FAM223A	ENSG00000279245
FAM223B	ENSG00000272681
UXT	ENSG00000126756
Y_RNA	ENSG00000207101
RN7SL149P	ENSG00000241834
ASNSP1	ENSG00000248498
ARL10	ENSG00000175414
MYO3B	ENSG00000071909
ASNSP1	ENSG00000290398
MIR1271	ENSG00000221464
NOP16	ENSG00000048162
OR7E161P	ENSG00000206014
CCDC120	ENSG00000147144
IMPA1P1	ENSG00000251521
TOMM40	ENSG00000130204
ALG1L13P	ENSG00000253981
FAM86B3P	ENSG00000173295
ZNF252P	ENSG00000196922
MIR4714	ENSG00000264480
LDHAL6EP	ENSG00000270098
ZNF252P	ENSG00000291080
GC	ENSG00000145321
SYNM-AS1	ENSG00000259475
LUNAR1	ENSG00000278090
IL34	ENSG00000157368
SYNM	ENSG00000182253
TPSG1	ENSG00000116176
NECAB2	ENSG00000103154
HIGD2A	ENSG00000146066
POM121	ENSG00000196313
CLTB	ENSG00000175416
TLCD3B	ENSG00000149926
SYNM-AS2	ENSG00000261054
TTC23	ENSG00000103852
ANK1	ENSG00000029534
TPM3P4	ENSG00000214869
ABCF2P2	ENSG00000228769
OPA1	ENSG00000198836
BAZ1B	ENSG00000009954
PLA2G2F	ENSG00000158786
CDK2AP2	ENSG00000167797
OLFM3	ENSG00000118733
FAF2	ENSG00000113194
APOE	ENSG00000130203
OR4K3	ENSG00000176290
OR4K5	ENSG00000176281
FOXG1	ENSG00000176165
MBTPS1	ENSG00000140943
LINC01551	ENSG00000186960
Y_RNA	ENSG00000200572
MIR363	ENSG00000284499
MIR92A2	ENSG00000284538
CABP2	ENSG00000167791
MIR19B2	ENSG00000284107
MIR20B	ENSG00000284043
MIR18B	ENSG00000283931
MIR106A	ENSG00000284157
CRLF2	ENSG00000205755
APOC1	ENSG00000130208
LINC00239	ENSG00000258512
RNA5SP163	ENSG00000222236
CXXC4	ENSG00000168772
SGPP1	ENSG00000126821
IL25	ENSG00000166090
KICS2	ENSG00000174206
UNC5A	ENSG00000113763
RNU6-1009P	ENSG00000212298
CA5BP1	ENSG00000290746
RNU5A-7P	ENSG00000251788
C12orf56	ENSG00000185306
CATSPERB	ENSG00000133962
ANKRD37	ENSG00000186352
RNU6-1198P	ENSG00000252713
GSTP1	ENSG00000084207
FAM21EP	ENSG00000290956
BCL7B	ENSG00000106635
CA5B	ENSG00000169239
TIMM23B-AGAP6	ENSG00000178440
PRXL2B	ENSG00000157870
APOC4	ENSG00000267467
AGAP6	ENSG00000204149
APOC4-APOC2	ENSG00000224916
UFSP2	ENSG00000109775
HK3	ENSG00000160883
APOC2	ENSG00000234906
XAGE5	ENSG00000171405
TTC23-AS1	ENSG00000261616
HSP90B2P	ENSG00000259706
HNRNPA1P62	ENSG00000259228
ETS2P1	ENSG00000237833
SAGE1	ENSG00000181433
MEIS2	ENSG00000134138
CLPTM1	ENSG00000104853
OOEPP2	ENSG00000256192
ATP6V1E1P3	ENSG00000256293
NDUFV1-DT	ENSG00000184224
PPIAP49	ENSG00000260471
POLR3GP1	ENSG00000268295
CD99L2	ENSG00000102181
XPOT	ENSG00000184575
NANOGP7	ENSG00000258774
PSMD7	ENSG00000103035
FBLN5	ENSG00000140092
NDUFV1	ENSG00000167792
UIMC1	ENSG00000087206
GTF2IRD1	ENSG00000006704
MIR4295	ENSG00000264763
VTI1A	ENSG00000151532
DPM3	ENSG00000179085
Y_RNA	ENSG00000207231
C4orf47	ENSG00000205129
RXFP4	ENSG00000173080
RPL21P118	ENSG00000239763
NPPB	ENSG00000120937
CLEC18B	ENSG00000140839
SBF1P2	ENSG00000224904
RNU5E-1	ENSG00000199347
RNU5E-4P	ENSG00000201801
CCDC110	ENSG00000168491
PLOD1	ENSG00000083444
CREM	ENSG00000095794
RNU6-237P	ENSG00000251794
Y_RNA	ENSG00000207525
NPIPB15	ENSG00000196436
C17orf67	ENSG00000214226
ZNF346	ENSG00000113761
TIGD1	ENSG00000221944
ABCC12	ENSG00000140798
SNORD83	ENSG00000223294
RASSF3-DT	ENSG00000256670
MIR548Z	ENSG00000266016
MIR548C	ENSG00000207546
CFAP36	ENSG00000163001
RPL12P50	ENSG00000270916
RNA5SP525	ENSG00000212595
DGKE	ENSG00000153933
GABRA3	ENSG00000011677
DCTN2	ENSG00000175203
RNU6-764P	ENSG00000252205
MIR105-1	ENSG00000207957
MIR767	ENSG00000211583
MIR105-2	ENSG00000207818
KRT8P8	ENSG00000223940
MAGEA3-DT	ENSG00000287394
CSAG4	ENSG00000290868
SORBS2-AS1	ENSG00000233110
NIN	ENSG00000100503
AR	ENSG00000169083
Y_RNA	ENSG00000207497
MIR1973	ENSG00000284253
TRMT112P1	ENSG00000250272
CUL4AP1	ENSG00000248139
ZNF346-IT1	ENSG00000251666
FAM193B-DT	ENSG00000272459
PCDH7	ENSG00000169851
TRIM25	ENSG00000121060
TMED9	ENSG00000184840
ZNF563	ENSG00000188868
TMEM231	ENSG00000205084
ZNF442	ENSG00000198342
TLR3	ENSG00000164342
RPS29P23	ENSG00000231361
Y_RNA	ENSG00000207075
RPL21P45	ENSG00000239532
ZNF799	ENSG00000196466
PGM2	ENSG00000169299
B4GALT7	ENSG00000027847
NUDT8	ENSG00000167799
ACY3	ENSG00000132744
ZNF443	ENSG00000180855
MIIP	ENSG00000116691
UBBP3	ENSG00000223962
ZNF709	ENSG00000242852
KIF5C-AS1	ENSG00000231079
RPS20P13	ENSG00000228848
USP8P2	ENSG00000226340
RPL37P2	ENSG00000239559
TXNP5	ENSG00000228236
UNC93B5	ENSG00000184795
OR7E145P	ENSG00000235855
OR7E11P	ENSG00000285537
MTND2P40	ENSG00000236483
EVA1CP4	ENSG00000255147
OR1X5P	ENSG00000214351
MTCO1P27	ENSG00000232579
MTCO2P27	ENSG00000230321
WDR45B	ENSG00000141580
MTATP6P27	ENSG00000234003
CCDC150	ENSG00000144395
SLC22A6	ENSG00000197901
PPIAP20	ENSG00000235686
SUDS3P1	ENSG00000249129
ELOB	ENSG00000103363
KDM6A	ENSG00000147050
GCDH	ENSG00000105607
PROP1	ENSG00000175325
N4BP3	ENSG00000145911
PSME2P4	ENSG00000251332
MRPS33P2	ENSG00000249649
Y_RNA	ENSG00000202461
MIR6729	ENSG00000276869
RN7SL649P	ENSG00000243539
RMND5B	ENSG00000145916
PTTG2	ENSG00000250254
TEC	ENSG00000135605
TNFRSF8	ENSG00000120949
U7	ENSG00000275504
RNU6-898P	ENSG00000202497
RPS2P45	ENSG00000244378
HAS3	ENSG00000103044
NCF1C	ENSG00000165178
POM121C	ENSG00000272391
CHTF8	ENSG00000168802
DIABLO	ENSG00000184047
RAB40B	ENSG00000141542
TXK	ENSG00000074966
SYCE2	ENSG00000161860
SLC22A8	ENSG00000149452
FAM78A	ENSG00000126882
RNU6-165P	ENSG00000252979
HMGN1P32	ENSG00000237589
SEPTIN7P8	ENSG00000229000
MIR371A	ENSG00000199031
MIR371B	ENSG00000284568
MIR372	ENSG00000199095
MIR373	ENSG00000199143
STAG2	ENSG00000101972
MYADM-AS1	ENSG00000228323
RNU6-777P	ENSG00000201135
RPL23AP89	ENSG00000227875
MYADM	ENSG00000179820
